ID_LTE,radio,lat,lon
644,LTE,40.129627,-83.113192
645,LTE,40.128443,-83.111692
646,LTE,40.247728,-82.928259
647,LTE,40.124039,-83.192377
648,LTE,40.15424,-83.239564
649,LTE,39.952295,-82.853771
650,LTE,40.163955688477,-83.16032409668
651,LTE,39.97747,-82.967041
652,LTE,40.145789,-82.974335
653,LTE,40.13035,-82.971829
654,LTE,40.148849487305,-82.970809936523
655,LTE,39.932172,-82.86686
656,LTE,40.088928,-82.941512
657,LTE,40.092766,-82.966943
658,LTE,40.106387,-82.945925
659,LTE,40.077118,-83.184792
660,LTE,40.048943,-83.02141
661,LTE,39.958605,-83.332073
662,LTE,40.074413,-83.035507
663,LTE,40.057212,-82.971461
664,LTE,40.051304,-82.977852
665,LTE,39.975349,-83.150717
666,LTE,39.975659,-83.14922
667,LTE,39.973554,-83.147371
668,LTE,39.951733,-83.086643
669,LTE,39.946999,-83.068621
670,LTE,39.95546,-83.074936
671,LTE,39.992762,-83.00658
672,LTE,39.996414,-82.995561
673,LTE,40.002514,-83.009587
674,LTE,39.999942,-83.013366
675,LTE,40.072613,-82.949696
676,LTE,40.056981,-82.916008
677,LTE,40.056455,-82.912316
678,LTE,40.017866,-82.889596
679,LTE,40.005751,-82.871667
680,LTE,40.01391,-82.852842
681,LTE,39.98224,-82.864939
682,LTE,40.031408,-82.933896
683,LTE,40.020552,-82.906714
684,LTE,40.023799,-82.942356
685,LTE,40.048864,-82.964102
686,LTE,40.059214,-82.939354
687,LTE,40.058659,-82.931175
688,LTE,40.075565,-82.928963
689,LTE,40.072559,-82.949738
690,LTE,40.063255,-82.961067
691,LTE,39.950027,-83.053749
692,LTE,39.98043,-83.001617
693,LTE,39.989568,-83.003936
694,LTE,39.934973,-82.870722
695,LTE,40.22958,-83.039178
696,LTE,39.970873,-82.966425
697,LTE,39.945088,-82.908314
698,LTE,39.952637,-83.121208
699,LTE,39.929723,-83.138112
700,LTE,39.954123,-83.140242
701,LTE,39.952358,-83.124535
702,LTE,39.949472,-82.931048
703,LTE,39.947334,-82.922928
704,LTE,39.95268,-82.943208
705,LTE,39.951092,-83.011389
706,LTE,40.129402,-83.19241
707,LTE,39.950988,-83.003337
708,LTE,40.026206,-82.89166
709,LTE,40.034446,-82.891981
710,LTE,39.970757,-82.981713
711,LTE,39.951972,-82.951184
712,LTE,39.954649,-82.97502
713,LTE,39.953115,-82.962407
714,LTE,39.966214,-82.979176
715,LTE,39.941825,-82.90892
716,LTE,40.095906,-82.92055
717,LTE,39.998803,-82.986524
718,LTE,40.015122,-82.997527
719,LTE,40.008878,-83.004254
720,LTE,39.997417,-82.985946
721,LTE,40.108821,-82.960399
722,LTE,40.004713,-82.981914
723,LTE,40.013138,-82.979966
724,LTE,40.006399,-82.874762
725,LTE,40.005246,-82.919572
726,LTE,40.032063,-82.990054
727,LTE,40.045692,-82.993345
728,LTE,40.084308,-82.911578
729,LTE,40.171478,-83.014204
730,LTE,40.156288,-82.996193
731,LTE,40.170189,-82.992996
732,LTE,40.170189,-82.992996
733,LTE,39.984901,-82.856461
734,LTE,39.952555,-83.042346
735,LTE,39.955639,-82.998648
736,LTE,39.989882,-82.984727
737,LTE,40.049155,-82.997289
738,LTE,39.98145,-83.023183
739,LTE,39.951561,-83.140884
740,LTE,39.96749,-83.146926
741,LTE,39.942327,-83.013251
742,LTE,39.979206,-82.930715
743,LTE,40.019156,-82.955704
744,LTE,39.989505,-82.955848
745,LTE,39.951858,-82.998266
746,LTE,39.948182,-82.946762
747,LTE,40.198774,-83.290405
748,LTE,39.930788,-83.00304
749,LTE,40.002045,-82.98119
750,LTE,39.934414,-83.125618
751,LTE,39.934414,-83.125618
752,LTE,39.934414,-83.125618
753,LTE,40.021633,-82.892456
754,LTE,40.030222,-82.936793
755,LTE,40.10741,-82.960739
756,LTE,40.005542,-82.955043
757,LTE,40.021091,-82.951682
758,LTE,40.018682,-82.88341
759,LTE,40.04684,-82.886269
760,LTE,40.055246,-82.884591
761,LTE,40.09058,-82.908829
762,LTE,40.104866,-83.146801
763,LTE,40.114079,-83.173469
764,LTE,40.154078,-83.241549
765,LTE,40.101699,-83.124575
766,LTE,40.110019,-83.119631
767,LTE,40.106643,-83.095214
768,LTE,40.11068,-83.032853
769,LTE,40.097626,-82.915459
770,LTE,40.071015,-82.907261
771,LTE,40.011693,-82.870722
772,LTE,39.979247,-82.882997
773,LTE,40.004716,-82.85119
774,LTE,39.999005,-82.869374
775,LTE,40.068115,-82.930641
776,LTE,40.036715,-82.953753
777,LTE,40.065895,-82.976898
778,LTE,40.068905,-82.976654
779,LTE,40.006755,-82.985202
780,LTE,39.983317,-82.881213
781,LTE,40.034088,-82.928619
782,LTE,40.034142,-82.929741
783,LTE,40.009257,-82.979248
784,LTE,40.015975,-83.002494
785,LTE,40.018919,-82.994532
786,LTE,39.973161,-82.965485
787,LTE,39.975698,-82.893485
788,LTE,39.971989,-82.912964
789,LTE,39.968374,-82.887842
790,LTE,39.934254,-83.121113
791,LTE,39.930002,-83.105487
792,LTE,39.941769,-83.121704
793,LTE,39.941769,-83.121704
794,LTE,39.94289,-82.881271
795,LTE,39.943743,-82.879032
796,LTE,39.966575,-82.896951
797,LTE,39.947888,-82.884876
798,LTE,39.951233,-83.110573
799,LTE,39.952995,-83.109451
800,LTE,39.955719,-83.057503
