Migration ID,Migration Technique,Workload,Available Network Bandwidth (mbps),Page Dirty Rate (4KB pages per second),VM_SIZE (MB),Page transfer rate (MB/s),Total Migration Time (ms),Downtime (ms),Total Transferred Data (KB)
1467112100,x-postcopy-ram,memcached,836,27901,381.18359375,149,3907,1,398980
1467112313,x-postcopy-ram,mem,915,29056,1479.51953125,118,13630,2,1522941
1467112462,x-postcopy-ram,mem,934,25949,1329.69140625,132,12004,2,1369546
1467112534,x-postcopy-ram,bzip,505,4778,2038.69140625,60,33973,2,2095406
1467112772,x-postcopy-ram,bzip,839,6636,2038.60546875,100,20445,1,2095343
1467113271,original,dacapo,588,7283,348.4609375,70,6227,161,446937
1467113425,original,mem,497,13698,1760.98046875,59,229272,2319,13915063
1467113952,original,dacapo,759,16001,700.2421875,90,9346,246,865861
1467114076,original,dacapo,908,16057,699.72265625,150,7797,258,864298
1467114417,original,memcached,817,21219,385.2109375,97,12402,837,1236940
1467114499,original,mem,882,14185,1761.09375,106,34177,262,3683209
1467114673,original,mem,939,14176,1761.10546875,145,30354,259,3480898
1467114763,original,mem,664,13488,1160.15234375,79,36880,218,2992701
1467115365,auto-converge,parsec,927,18330,765.125,130,11319,312,1281813
1467115438,auto-converge,mem,909,12021,1109.21875,143,17799,296,1976304
1467115518,auto-converge,parsec,891,12932,778.671875,135,13034,327,1418967
1467115788,auto-converge,bzip,894,4939,2038.22265625,134,22109,301,2414325
1467115874,auto-converge,bzip,639,5008,2038.23046875,76,32238,180,2517611
1467116459,auto-converge,parsec,704,149,295.87890625,83,3642,86,313119
1467116594,auto-converge,dacapo,642,4515,437.37890625,76,7865,172,616762
1467117171,xbzrle,mem,934,18559,1693.06640625,137,30936,236,3530427
1467117262,xbzrle,parsec,809,177,390.546875,119,5237,219,517153
1467117329,xbzrle,parsec,905,121,300.06640625,150,2870,138,317149
1467117393,xbzrle,mplayer,881,4915,714.4296875,136,7240,250,779075
1467117626,xbzrle,mem,914,19384,1693.1484375,142,30924,148,3450865
1467117718,xbzrle,parsec,640,1720,402.6875,75,6763,206,528291
1467117860,xbzrle,mem,859,18682,1693.17578125,103,33121,171,3476292
1467117953,xbzrle,mem,836,17455,1693.1640625,116,34897,188,3564583
1467118150,xbzrle,parsec,719,1740,412.89453125,85,6220,163,546210
1467118317,xbzrle,mplayer,935,4729,995.1953125,128,9275,282,1059528
1467118725,compress,mplayer,262,3356,391.19921875,65,8127,271,259794
1467118795,compress,mem,220,20079,807.265625,103,35158,79,944132
1467118891,compress,mplayer,314,3026,492.67578125,126,9234,213,353886
1467119516,compress,mem,200,2990,1627.32421875,77,67249,190,1646173
1467119644,compress,oltp,199,22224,763.48046875,149,38922,2295,949038
1467119745,compress,bzip,225,4797,2038.0859375,83,49473,143,1362687
1467120190,compress,mem,215,6162,1399.74609375,70,104757,215,2759869
1467120356,compress,mem,210,6136,1399.75390625,121,88762,210,2281492
1467120676,compress,mem,209,19321,807.65625,148,45262,84,1157363
1467121213,compress,mplayer,460,2948,2029.23046875,84,34819,230,1958104
1467121824,x-postcopy-ram,mplayer,904,4823,642.9921875,121,6124,2,675902
1467121966,x-postcopy-ram,mem,689,20429,1722.96484375,82,21047,3,1772158
1467122128,x-postcopy-ram,mplayer,779,5435,962.3046875,93,10578,2,1006588
1467122198,x-postcopy-ram,mplayer,909,5452,1060.7421875,124,9950,2,1104564
1467122268,x-postcopy-ram,bzip,756,4441,2038.24609375,90,22684,2,2095019
1467122351,x-postcopy-ram,mplayer,532,4811,1225.890625,63,19595,2,1272853
1467122593,x-postcopy-ram,bzip,927,4978,2037.70703125,135,18502,3,2094423
1467122673,x-postcopy-ram,bzip,920,5691,2037.72265625,110,18643,1,2094411
1467122850,x-postcopy-ram,mplayer,496,5797,1840.15625,59,31452,2,1904717
1467124268,original,mplayer,822,14478,2028.41796875,103,20839,91,2093203
1467124350,original,mem,931,32348,1257.53125,130,55942,9059,6360298
1467124578,original,mplayer,554,1066,2028.4296875,66,30926,59,2094988
1467124758,original,mplayer,525,994,2026.23828125,62,42362,602,2717706
1467125662,auto-converge,oltp,911,15439,734.66015625,146,10572,264,1175915
1467125820,auto-converge,oltp,898,16696,769.45703125,149,12171,291,1334365
1467125899,auto-converge,mplayer,931,580,2028.59375,146,22316,279,2536429
1467125984,auto-converge,parsec,787,14004,2033.3046875,94,25282,251,2430969
1467126072,auto-converge,dacapo,878,7572,445.3046875,129,5212,266,558637
1467126139,auto-converge,mplayer,740,14536,2032.37109375,88,31216,450,2822942
1467126231,auto-converge,mplayer,925,15518,2032.12109375,122,22603,320,2554605
1467126498,auto-converge,mem,796,22668,1339.6328125,94,77919,4442,7580350
1467126636,auto-converge,mplayer,912,14701,2026.13671875,126,21772,305,2425435
1467126718,auto-converge,oltp,899,12401,773.84375,128,10676,287,1172348
1467127127,xbzrle,parsec,572,309,385.625,67,7335,181,512635
1467127196,xbzrle,memcached,904,27804,383.4765625,116,4779,13,527804
1467127490,xbzrle,mplayer,569,3512,600.73828125,67,9543,173,663366
1467127664,xbzrle,memcached,858,27702,383.46484375,113,5035,14,527400
1467127941,xbzrle,mplayer,513,1320,2028.25390625,61,44479,372,2789759
1467128270,xbzrle,memcached,916,27601,383.54296875,143,4714,13,527419
1467128754,compress,mplayer,189,641,697.671875,78,22177,139,512734
1467128839,compress,mem,202,14956,1686.64453125,137,254828,41720,6309711
1467129156,compress,memcached,114,22789,378.29296875,146,17550,1342,246100
1467130777,compress,mplayer,412,15242,2030.484375,103,39825,68,2003981
1467131499,x-postcopy-ram,mem,918,23970,941.171875,147,8664,2,971799
1467131569,x-postcopy-ram,mplayer,921,13011,804.96484375,115,7818,2,879577
1467131736,x-postcopy-ram,oltp,620,15588,765.078125,74,10452,2,791100
1467131808,x-postcopy-ram,bzip,580,4158,2038.90234375,69,29559,6,2095600
1467131900,x-postcopy-ram,bzip,933,5215,2038.92578125,135,18395,1,2095622
1467131979,x-postcopy-ram,dacapo,859,4587,435.5625,104,4328,2,454033
1467132258,x-postcopy-ram,dacapo,556,16192,721.50390625,66,11024,2,748362
1467132472,x-postcopy-ram,mem,891,12845,447.86328125,131,4288,1,466770
1467133057,original,oltp,864,999,323.48046875,130,3305,133,348453
1467133122,original,parsec,455,373,1465.5703125,54,27344,105,1520200
1467133314,original,mem,546,5835,1703.2890625,65,39400,171,2628590
1467133415,original,mplayer,926,13499,1681.5546875,116,22600,436,2556416
1467133498,original,mplayer,712,1280,1958.9375,85,23292,59,2024498
1467133583,original,oltp,872,1042,324.13671875,127,3276,156,348619
1467133647,original,oltp,778,1201,324.37890625,95,3674,90,349200
1467133713,original,parsec,781,2805,2034.03125,93,25710,244,2453707
1467133799,original,oltp,745,985,325.11328125,88,3851,94,350389
1467133865,original,parsec,470,12839,2034.01953125,56,43777,120,2513224
1467133971,original,oltp,808,997,325.609375,100,3552,140,350620
1467134178,original,parsec,617,280,1465.25,74,20332,172,1532589
1467134261,original,oltp,689,17619,768.47265625,82,24525,372,2064791
1467134346,original,parsec,419,372,1464.42578125,50,29539,57,1513038
1467134877,auto-converge,mem,933,6507,1741.01953125,147,20176,303,2297912
1467135386,auto-converge,oltp,744,14422,765.90625,89,16636,221,1512606
1467135466,auto-converge,oltp,475,969,324.3125,56,6028,97,350036
1467136060,auto-converge,oltp,815,12860,767.74609375,97,12797,235,1273485
1467136956,xbzrle,mplayer,565,1157,753.6796875,67,11424,61,787984
1467137224,xbzrle,oltp,845,20886,1731.4375,101,24795,116,2559297
1467137549,xbzrle,oltp,613,12,1731.59765625,73,23798,21,1781084
1467137638,xbzrle,memcached,865,21870,383.7265625,108,4997,17,527650
1467138148,xbzrle,mplayer,862,21027,2026.2109375,103,23505,20,2474442
1467138281,xbzrle,parsec,518,7931,1925.3828125,62,45081,65,2854182
1467139087,compress,parsec,259,195,383.9296875,85,9081,231,287250
1467139157,compress,mem,166,20723,1409.32421875,136,96875,2635,1969197
1467139315,compress,oltp,162,947,323.64453125,112,5757,53,114131
1467139384,compress,mem,206,27752,856.23828125,124,47841,7322,1207774
1467139571,compress,mem,169,24433,917.703125,100,74700,11896,1545503
1467139707,compress,parsec,262,1716,391.171875,123,9012,238,288770
1467139777,compress,mem,146,20679,1409.51953125,86,91215,9207,1626318
1467140188,compress,mplayer,277,4633,998.07421875,141,29737,348,1007784
1467140279,compress,bzip,237,6252,2038.40625,67,48925,156,1417890
1467140389,compress,mem,241,22986,1713.171875,122,147364,23797,4339914
1467141539,x-postcopy-ram,dacapo,631,3594,323.59765625,74,4402,2,339545
1467141604,x-postcopy-ram,dacapo,837,6031,358.5859375,118,3702,6,378243
1467141895,x-postcopy-ram,mplayer,585,14636,1234.93359375,70,18262,2,1305982
1467141976,x-postcopy-ram,mplayer,497,5226,895.1640625,59,15456,2,938314
1467142051,x-postcopy-ram,parsec,934,2520,2033.90625,144,18323,2,2090483
1467142130,x-postcopy-ram,parsec,671,161,298.578125,78,3833,1,313959
1467142196,x-postcopy-ram,mem,935,15337,1692.85546875,114,15244,3,1741332
1467142274,x-postcopy-ram,parsec,920,2600,2033.90234375,110,18596,2,2090479
1467142352,x-postcopy-ram,dacapo,761,5355,543.87109375,92,6095,2,566818
1467142495,x-postcopy-ram,mplayer,681,5515,991.3515625,81,12309,2,1024556
1467142569,x-postcopy-ram,mem,563,2,1333.55078125,67,19977,2,1373495
1467143674,original,parsec,904,8463,2034.7734375,130,30738,239,3395126
1467143901,original,oltp,925,210,319.33984375,150,2991,121,337887
1467144077,original,mem,932,9152,1517.2109375,139,19335,268,2199790
1467144232,original,bzip,880,4446,2038.25390625,105,22887,293,2459451
1467144325,original,bzip,454,4197,2038.7265625,54,51472,133,2852491
1467144448,original,oltp,748,458,319.4140625,89,3701,95,337903
1467144516,original,oltp,861,356,319.4140625,103,3212,105,337501
1467144604,original,parsec,928,2892,2035.80078125,144,21651,286,2453135
1467145105,auto-converge,dacapo,815,5844,355.80859375,131,4113,253,409199
1467145274,auto-converge,dacapo,883,8866,412.9921875,132,4699,278,506755
1467145342,auto-converge,oltp,764,1002,324.68359375,148,3748,82,349781
1467145408,auto-converge,bzip,823,5044,2037.5703125,98,24311,255,2444072
1467145692,auto-converge,parsec,653,154,393.99609375,77,6532,168,521198
1467145760,auto-converge,mem,911,10106,552.20703125,111,7840,303,872636
1467145829,auto-converge,mem,921,12804,969.99609375,111,16726,307,1882252
1467145910,auto-converge,dacapo,925,6175,562.7578125,149,5495,292,620851
1467145977,auto-converge,mem,779,7388,1731.109375,117,22880,281,2177950
1467146062,auto-converge,mem,926,13693,969.99609375,129,15166,288,1715182
1467146139,auto-converge,mplayer,507,759,2028.33203125,60,43458,492,2693592
1467146244,auto-converge,mem,837,13980,969.99609375,105,17965,276,1836870
1467146662,xbzrle,memcached,895,21940,365.82421875,148,4663,14,509580
1467146879,xbzrle,memcached,899,29052,372.4453125,122,4706,11,516440
1467147138,xbzrle,mem,470,8320,1181.48046875,56,47973,147,2756955
1467147246,xbzrle,bzip,845,4575,2038.4609375,102,23856,274,2461342
1467147660,xbzrle,mplayer,930,2891,1089.36328125,132,10135,154,1150794
1467147896,xbzrle,dacapo,900,18235,418.12890625,146,9563,238,1051105
1467147968,xbzrle,memcached,769,25839,366.03515625,139,5427,36,509896
1467148448,compress,mem,228,4370,1133.23046875,81,42147,182,1174833
1467148957,compress,mem,248,10383,1762.90625,110,70985,137,2156005
1467149089,compress,dacapo,156,17218,405.91015625,140,15873,955,302293
1467149167,compress,mem,167,14164,1427.72265625,99,172492,28682,3528016
1467149664,compress,mplayer,440,3437,1309.578125,149,21990,231,1182752
1467149875,compress,bzip,213,4850,2037.078125,68,48780,146,1272461
1467149987,compress,dacapo,193,15717,998.75,146,22860,864,541106
1467150072,compress,mem,165,14414,1947.125,119,184140,28863,3725369
1467150554,compress,mem,187,10816,2035.79296875,73,215115,238,4922266
1467151731,x-postcopy-ram,mplayer,929,3524,593.72265625,141,5535,2,627869
1467151939,x-postcopy-ram,mem,765,581,249.08203125,91,2817,1,263267
1467152300,x-postcopy-ram,mem,835,4692,245.9140625,127,2551,2,260104
1467152434,x-postcopy-ram,mem,768,4433,245.92578125,102,2771,2,260036
1467152911,original,mem,842,9008,249.6015625,150,2587,12,265870
1467152975,original,mplayer,934,20324,2027.734375,139,26599,607,3033489
1467153063,original,dacapo,564,2754,316.50390625,66,5436,163,374193
1467153130,original,oltp,633,10523,769.3984375,75,13197,191,1020102
1467153370,original,bzip,706,4413,2038.578125,84,29157,181,2513482
1467153460,original,bzip,806,4805,2037.8828125,127,24634,283,2425692
1467153629,original,oltp,933,9280,806.15234375,126,9049,293,1030871
1467153699,original,bzip,795,4753,2037.96484375,95,25403,239,2466039
1467153785,original,bzip,909,6089,2037.83203125,113,21708,279,2410765
1467153870,original,oltp,507,8112,819.61328125,60,19099,144,1183427
1467153951,original,dacapo,829,2876,318.16015625,99,3680,250,372331
1467154016,original,oltp,917,9803,829.20703125,111,9534,277,1067962
1467154423,auto-converge,bzip,798,4377,2037.48828125,95,25414,258,2477703
1467154538,auto-converge,bzip,706,4513,2037.3671875,84,29675,205,2558953
1467155113,auto-converge,bzip,925,4804,2038.1484375,143,21254,271,2400406
1467155290,auto-converge,parsec,890,151,398.5546875,133,4832,293,525161
1467155358,auto-converge,bzip,629,4672,2038.4765625,75,34328,192,2638813
1467155454,auto-converge,mem,934,25764,770.55859375,144,25465,281,2903313
1467155541,auto-converge,oltp,914,1635,330.32421875,144,3211,126,358277
1467155606,auto-converge,bzip,453,4675,2038.48828125,54,54255,127,3001326
1467155898,auto-converge,bzip,937,4138,2038.00390625,126,21111,302,2416617
1467156478,xbzrle,memcached,872,21645,383.71875,127,4956,15,527776
1467156551,xbzrle,memcached,822,18074,384.875,135,5277,15,529838
1467156711,xbzrle,mplayer,871,1158,1213.7890625,110,17800,298,1894312
1467157009,xbzrle,mem,636,13667,1539.51953125,76,58344,346,4534640
1467157138,xbzrle,bzip,643,4433,2038.64453125,77,32887,140,2582945
1467157237,xbzrle,mem,815,13087,1539.515625,99,33330,419,3319042
1467157331,xbzrle,oltp,901,9689,768.6875,129,9437,61,1038828
1467157405,xbzrle,mplayer,698,15219,2030.23828125,83,32822,322,2797653
1467157501,xbzrle,memcached,878,24650,382.28515625,111,4904,12,525846
1467157584,xbzrle,mem,881,11560,1539.515625,107,24917,517,2681418
1467157672,xbzrle,memcached,826,25131,382.30859375,111,5218,12,526206
1467157821,xbzrle,memcached,907,25271,377.7890625,149,4711,19,521523
1467158225,compress,mem,205,24109,1390.8984375,99,202707,33315,5088434
1467159250,compress,mem,122,24853,1391.171875,119,340674,32517,5098117
1467160030,compress,dacapo,207,16099,678.6953125,123,20367,227,515921
1467160116,compress,mplayer,457,5187,2030.8125,146,37307,177,2084507
1467160440,compress,dacapo,211,16191,679.03515625,66,19802,259,512117
1467160543,compress,memcached,169,27845,391.234375,121,10906,1064,225300
1467160639,compress,parsec,186,11549,2034.28125,137,57166,57,1304019
1467161301,x-postcopy-ram,oltp,886,13437,701.21484375,109,6723,2,727571
1467161370,x-postcopy-ram,parsec,489,168,296.9453125,57,5230,2,312263
1467161437,x-postcopy-ram,mem,849,26230,385.9296875,105,3890,2,403365
1467161505,x-postcopy-ram,parsec,738,172,296.984375,89,3464,3,312311
1467161573,x-postcopy-ram,oltp,915,14226,725.6875,139,6725,2,751913
1467161641,x-postcopy-ram,oltp,926,13737,764.9609375,133,7001,4,791531
1467161716,x-postcopy-ram,oltp,924,18079,737.3671875,123,6768,2,763674
1467161783,x-postcopy-ram,mem,806,12486,1341.2890625,96,14025,3,1381416
1467161944,x-postcopy-ram,oltp,858,14158,769.28125,140,7597,2,795890
1467162012,x-postcopy-ram,mem,925,12575,1341.37109375,133,12235,2,1381500
1467162086,x-postcopy-ram,dacapo,910,13869,446.96484375,141,4190,1,465666
1467162237,x-postcopy-ram,oltp,855,1012,330.19921875,131,3319,1,346471
1467162302,x-postcopy-ram,oltp,706,14363,756.94140625,84,9096,13,784413
1467162789,original,memcached,880,26949,372.82421875,129,12176,907,1308623
1467162957,original,bzip,904,4574,2037.2421875,138,22147,280,2445346
1467163041,original,mem,934,8275,1185.65234375,125,14700,290,1677416
1467163116,original,mem,904,13017,393.86328125,116,5743,288,634072
1467163396,original,mem,901,8095,1185.703125,139,15586,282,1714379
1467163577,original,mem,918,24644,808.08984375,110,36698,1893,4115741
1467163674,original,mem,875,13655,393.87109375,146,6387,280,682701
1467163834,original,mplayer,489,13521,2028.1015625,58,46335,523,2768887
1467163941,original,parsec,934,2516,2034.3515625,138,21608,301,2463938
1467164025,original,parsec,693,2904,2034.34375,83,28395,220,2403658
1467164115,original,parsec,839,16748,796.71875,106,12231,285,1253142
1467164528,auto-converge,mplayer,893,1241,796.75,109,7640,137,832719
1467164599,auto-converge,bzip,529,4365,2037.38671875,63,42476,148,2746103
1467164787,auto-converge,mplayer,908,1178,1333.4453125,136,15635,304,1733401
1467164941,auto-converge,memcached,911,28920,392.78515625,116,8272,301,920155
1467165011,auto-converge,bzip,881,4591,2038.30859375,105,22625,249,2433306
1467165284,auto-converge,dacapo,751,9015,510.453125,90,6901,225,632965
1467165355,auto-converge,bzip,927,5931,2036.96484375,134,20841,303,2358253
1467165623,auto-converge,mem,489,2362,1097.07421875,58,22381,151,1336148
1467165810,auto-converge,mem,814,8312,1648.82421875,97,25318,247,2518039
1467180633,original,mem,764,12350,1243.27734375,91,27012,243,2521693
1467180727,original,parsec,673,2619,2035.44921875,80,30164,201,2479169
1467181406,original,specweb,856,149,302.75,102,3060,100,319844
1468304731,original,mem,854,108,267.265625,102,2716,109,283091
1468304793,original,specweb,930,126,323.859375,146,3007,135,341350
1468304856,original,mem,940,6118,1309.96484375,148,14792,286,1697506
1468305110,original,specweb,661,96,323.7578125,78,4229,70,341331
1468305174,original,specweb,929,124,323.859375,120,3009,137,341338
1468305237,original,specweb,882,206,323.81640625,134,3170,131,341306
1468305302,original,specweb,929,122,323.79296875,141,3009,137,341266
1468305364,original,specweb,907,95,321.66015625,109,3063,155,339211
1468305427,original,specweb,592,135,321.90625,70,4693,36,339475
1468305491,original,specweb,854,133,321.90625,102,3255,140,339327
1468305630,original,specweb,925,126,324.28515625,114,3025,119,341786
1468305694,original,mem,940,22397,1623.546875,140,59858,317,6869173
1468305814,original,specweb,490,123,326.28515625,58,5752,19,344087
1468306220,auto-converge,specweb,930,140,327.52734375,120,3045,121,345703
1468306430,auto-converge,specweb,659,142,327.54296875,78,4291,34,345242
1468306599,auto-converge,specweb,927,185,321.51953125,126,2997,131,339155
1468306662,auto-converge,specweb,878,105,323.49609375,105,3182,121,340994
1468306725,auto-converge,specweb,565,83,325.52734375,67,4970,19,343183
1468306887,auto-converge,specweb,931,108,323.6484375,116,3000,159,341066
1468306951,auto-converge,specweb,534,134,325.85546875,63,5277,24,343888
1468307017,auto-converge,specweb,927,91,323.47265625,144,3014,132,341055
1468307079,auto-converge,specweb,900,109,321.5546875,108,3087,119,339103
1468307143,auto-converge,specweb,508,349,327.4765625,60,5573,21,345499
1468307320,auto-converge,specweb,734,130,323.83984375,87,3809,52,341591
1468307723,xbzrle,specweb,636,155,325.85546875,75,4426,69,343643
1468307787,xbzrle,specweb,559,155,327.40234375,66,5086,36,346965
1468307852,xbzrle,specweb,576,293,325.390625,68,4903,44,344974
1468307916,xbzrle,specweb,928,3465,328.03125,141,3340,298,378333
1468308165,xbzrle,specweb,914,106,325.453125,110,3074,162,342909
1468308387,xbzrle,specweb,928,135,325.48046875,136,3028,141,343026
1468308539,xbzrle,specweb,454,90,327.44921875,54,6232,7,345776
1468308691,xbzrle,specweb,929,79,358.1484375,139,3320,139,376494
1468308844,xbzrle,specweb,760,90,358.1484375,90,4056,100,376530
1468309246,compress,mem,485,14713,675.87109375,94,30076,247,1783140
1468309787,compress,specweb,204,119,323.85546875,106,4462,39,110994
1468310481,compress,specweb,200,132,323.85546875,55,4542,40,111226
1468310545,compress,specweb,202,127,327.83203125,149,4493,36,111207
1468310610,compress,mem,490,14787,676.015625,110,31828,247,1905109
1468310704,compress,specweb,202,82,323.90234375,66,4490,50,110597
1468311191,compress,specweb,194,142,327.85546875,88,4696,33,111312
1468311256,compress,specweb,157,21619,2029.37890625,90,31955,806,615321
1468311350,compress,specweb,178,106,331.96484375,54,5205,41,113236
1470643106,xbzrle,mem,598,14045,665.06640625,71,22002,229,1606061
1470643189,compress,parsec,190,154,299.34765625,62,4672,39,108453
1470643378,original,dacapo,850,15889,673.62890625,115,8015,281,832341
1470643816,auto-converge,mem,781,13036,1515.21875,94,40906,270,3904048
1470644281,x-postcopy-ram,mem,831,7195,1467.05078125,99,14885,2,1510165
1470644544,x-postcopy-ram,parsec,843,90,299.5234375,116,3059,5,314903
1470644686,original,bzip,806,6022,2038.86328125,96,25392,226,2499421
1470644772,compress,mem,228,16791,1515.265625,137,218462,33947,6088255
1470645130,original,mem,888,7027,1467.078125,144,18855,281,2045663
1470645211,compress,mem,455,14094,665.24609375,132,26900,253,1497210
1470645298,original,mem,856,18177,1515.2734375,102,41654,277,4352420
1470645483,xbzrle,parsec,883,132,299.5625,130,2935,133,316464
1470645547,original,dacapo,711,16055,685.55859375,84,9281,226,805746
1470645689,x-postcopy-ram,bzip,893,6506,2038.65625,133,19215,3,2095370
1470645770,compress,mem,184,8299,665.27734375,141,64136,320,1447684
1470645899,x-postcopy-ram,mem,513,9155,1685.2265625,61,27655,2,1733526
1470645988,x-postcopy-ram,memcached,818,27067,385.51171875,139,4036,1,403046
1470646054,compress,mem,238,7549,1467.171875,91,195221,420,5676046
1470646382,xbzrle,dacapo,811,16356,698.9765625,116,8305,136,823049
1470646530,x-postcopy-ram,dacapo,935,16125,701.67578125,115,6362,2,726639
1470646597,xbzrle,parsec,916,24794,787.91015625,137,10433,63,1166697
1470646668,original,dacapo,937,16237,703.078125,134,7547,282,863665
1470646736,auto-converge,bzip,529,5490,2037.41015625,63,41013,188,2651492
1470646840,original,mem,914,13481,665.421875,144,10939,283,1220911
1470646913,x-postcopy-ram,bzip,929,6201,2037.45703125,136,18452,1,2094134
1470646991,xbzrle,mem,561,9327,1515.3828125,70,46080,465,3158840
1470647105,x-postcopy-ram,bzip,832,5728,2038.45703125,99,20626,2,2095175
1470647619,x-postcopy-ram,mem,893,17763,1515.3828125,115,14298,5,1559644
1470647695,compress,mem,181,8279,1685.25,51,107347,135,2383547
1470648037,x-postcopy-ram,bzip,927,5698,2038.2734375,123,18503,22,2094982
1470648669,xbzrle,bzip,605,6659,2038.203125,72,35940,174,2655028
1470648769,xbzrle,parsec,756,143,317.0234375,147,3626,59,334633
1470648837,original,mem,852,8441,1685.24609375,117,23568,318,2452872
1470648923,original,mem,461,9103,665.5,54,44625,930,2511149
1470649188,x-postcopy-ram,mem,847,8743,1685.24609375,101,16749,2,1733546
1470649268,compress,mem,422,13503,665.5,134,32986,240,1702678
1470649364,x-postcopy-ram,mem,892,9269,1685.24609375,121,15918,2,1733542
1470649640,x-postcopy-ram,mem,926,8726,1685.24609375,112,15321,1,1733546
1470649715,compress,parsec,204,150,325.03125,89,5085,34,126845
1470650008,x-postcopy-ram,mem,911,9269,1685.24609375,130,15574,3,1733542
1470650084,x-postcopy-ram,mem,763,18132,1515.3828125,91,16736,3,1559645
1470650235,compress,parsec,115,136,325.02734375,97,9009,54,127280
1470650373,original,mem,833,7127,1467.27734375,124,19969,279,2031378
1470650457,auto-converge,mem,736,6814,1467.27734375,89,23728,253,2133877
1470650641,original,mem,753,16033,1515.3828125,91,56896,232,5230377
1470650760,compress,dacapo,231,16428,765.9453125,73,19678,298,554909
1470650983,original,bzip,774,7765,2037.90625,114,26575,284,2510953
1470651070,xbzrle,bzip,438,4336,2037.2265625,53,44957,147,2406785
1470651181,original,parsec,829,9985,820.08984375,106,13552,272,1372076
1470651362,auto-converge,parsec,773,16985,826.75390625,92,14492,236,1368151
1470651509,xbzrle,memcached,524,16946,385.52734375,69,8278,56,530018
1470651579,auto-converge,bzip,469,6788,2037.828125,56,49297,159,2828133
1470651886,original,mem,899,6768,1467.29296875,108,18227,269,2001557
1470668824,compress,mem,158,8306,487.8984375,63,17872,81,346193
1470668905,xbzrle,parsec,827,174,299.99609375,125,3142,135,317294
1470668971,compress,mem,413,5712,1505.1484375,118,46059,260,2324905
1470669079,xbzrle,mem,685,15799,1571.09765625,82,36678,51,3071083
1470669177,x-postcopy-ram,mplayer,899,5116,1387.4375,113,13145,1,1443512
1470669434,x-postcopy-ram,oltp,907,10918,823.94921875,129,7693,2,852460
1470669572,x-postcopy-ram,mem,934,15918,1571.1328125,139,14171,3,1616718
1470669647,auto-converge,mplayer,428,5110,1983.7421875,51,41133,120,2150514
1470669993,compress,memcached,122,27285,391.32421875,135,15189,1493,226750
1470670252,compress,parsec,193,93,300.109375,114,4706,43,111075
1470670429,auto-converge,oltp,530,10451,765.62890625,64,20350,178,1318045
1470670595,auto-converge,parsec,867,95,300.140625,124,2996,101,317156
1470670950,auto-converge,mem,940,29391,1551.34375,120,69980,302,8037072
1470671173,auto-converge,parsec,552,2219,1447.57421875,67,22262,58,1501580
1470671261,x-postcopy-ram,mem,874,8330,488.078125,149,4761,1,507948
1470671329,original,mem,901,15242,1571.2734375,130,31538,324,3470793
1470671425,compress,mem,190,8316,488.08203125,105,13682,79,318380
1470671499,xbzrle,mem,920,28008,1551.37890625,115,51449,3634,5780211
1470671613,xbzrle,mem,694,15769,1571.28125,83,36279,85,3074191
1470671966,x-postcopy-ram,mplayer,866,5356,2033.5,105,19761,5,2090072
1470672051,auto-converge,mem,728,15808,1571.3046875,87,55602,220,4943170
1470672169,compress,mem,162,8325,488.10546875,124,17079,76,338380
1470672328,auto-converge,parsec,924,25157,791.08984375,114,11143,261,1258041
1470672401,xbzrle,mplayer,683,20018,2027.02734375,81,36098,610,3012808
1470672833,xbzrle,mem,880,10406,771.80859375,105,11316,256,1215900
1470673011,auto-converge,parsec,933,1444,1562.359375,128,15049,298,1714592
1470673177,compress,parsec,46,637,1582.16015625,135,113887,84,644906
1470673358,compress,mem,83,8326,488.1796875,123,56573,6770,577425
1470673478,xbzrle,mem,656,10260,771.8515625,78,18706,247,1498664
1470673558,x-postcopy-ram,mem,606,8327,488.203125,71,6864,4,508068
1470673626,compress,mplayer,477,5475,2033.36328125,125,34518,131,2012196
1470673722,x-postcopy-ram,parsec,871,1408,814.16015625,105,8003,5,851376
1470673914,original,oltp,908,10705,1106.73828125,122,12758,250,1415272
1470674178,auto-converge,parsec,886,24703,829.98046875,110,11039,295,1193787
1470674251,original,mem,941,29421,1551.54296875,146,104255,520,11975760
1470674700,auto-converge,mplayer,887,24354,2028.3359375,135,26515,306,2871502
1470674791,compress,mem,201,3855,1505.4375,138,113359,181,2787133
1470674970,xbzrle,mem,720,15806,1571.40625,86,35320,54,3108434
1470675065,xbzrle,parsec,649,200,317.02734375,83,4222,72,334601
1470675211,x-postcopy-ram,mem,902,8316,488.2734375,136,4615,1,508144
1470675373,x-postcopy-ram,mem,927,27267,1551.54296875,119,14104,1,1596663
1470675451,auto-converge,memcached,909,27513,391.421875,144,7975,287,885458
1470675593,compress,oltp,49,13346,768.6328125,121,125878,1358,762084
1470675786,auto-converge,oltp,900,18713,768.6640625,149,11587,293,1272891
1470676154,x-postcopy-ram,oltp,558,12794,769.1484375,66,11666,2,795607
1470676229,compress,oltp,142,17227,768.84375,108,42891,2640,747971
1470676333,original,mplayer,640,5170,2031,76,27658,187,2161163
1470676517,compress,mplayer,463,5301,2031,74,36086,116,2042988
1470677405,x-postcopy-ram,oltp,823,8243,770.26953125,100,7932,6,796878
1470677555,compress,mem,356,15758,1571.4765625,138,170401,28855,7424378
1470677786,auto-converge,mplayer,940,5356,2030.87109375,128,18726,281,2150150
