Migration ID,Migration Technique,Workload,Available Network Bandwidth (mbps),Page Dirty Rate (4KB pages per second),VM_SIZE (MB),Page transfer rate (MB/s),Total Migration Time (ms),Downtime (ms),Total Transferred Data (KB)
1472027816,xbzrle,mem,938,29444,679.9140625,133,17679,1248,2024589
1472028012,xbzrle,parsec,928,107,382.8046875,136,3542,157,401435
1472028078,original,parsec,774,191,382.8046875,92,4248,88,401463
1472028145,xbzrle,mem,938,29391,679.9140625,143,17861,1264,2045518
1472028297,original,parsec,454,54,382.8046875,54,7237,16,401583
1472028367,compress,parsec,261,65,382.8046875,73,6041,27,192626
1472028732,compress,parsec,256,109,382.84375,51,6145,28,192623
1472028801,x-postcopy-ram,parsec,925,154,382.84375,150,3542,2,400206
1472028869,x-postcopy-ram,parsec,934,98,382.84375,115,3510,1,400206
1472028935,auto-converge,parsec,866,97,382.84375,103,3797,144,401430
1472029276,xbzrle,parsec,792,61,382.84765625,94,4154,96,401519
1472029342,compress,parsec,259,293,382.84765625,102,6097,40,192832
1472029520,auto-converge,mem,938,28866,679.921875,140,21500,329,2464164
1472029606,original,parsec,871,54,382.84765625,104,3775,112,401487
1472029673,xbzrle,parsec,683,126,382.84765625,81,4827,66,402575
1472029742,compress,parsec,257,52,382.84765625,53,6138,35,192617
1472029810,auto-converge,parsec,420,157,382.859375,50,7836,22,401695
1472029882,original,parsec,793,66,382.859375,94,4153,99,402041
1472029948,auto-converge,parsec,447,170,382.875,53,7360,21,401655
1472030327,xbzrle,parsec,928,56,382.8828125,113,3542,160,401523
1472030394,xbzrle,parsec,461,301,382.8828125,55,7131,27,401675
1472030464,original,parsec,931,100,382.8828125,148,3533,144,401470
1472030530,xbzrle,parsec,515,302,382.8828125,61,6391,31,401664
1472030599,compress,mem,408,29390,679.921875,120,52211,8213,2606396
1472030715,auto-converge,mem,938,29075,679.921875,130,22545,317,2583182
1472031039,x-postcopy-ram,mem,933,28868,679.92578125,139,6178,2,704344
1472031200,original,mem,940,29140,679.92578125,127,22504,1694,2582844
1472031514,auto-converge,mem,939,29368,679.92578125,134,23506,313,2695038
1472031601,compress,parsec,260,66,382.8828125,141,6058,36,192635
1472031670,original,parsec,868,123,382.8828125,104,3790,123,401547
1472035359,xbzrle,dacapo,934,105,719.26171875,130,6538,124,746011
1472035452,auto-converge,parsec,938,133,892.02734375,128,8068,132,924241
1472035535,xbzrle,bzip,906,115,2036.25,108,18937,126,2094316
1472038127,x-postcopy-ram,mem,792,115,791.04296875,94,8457,3,818101
1472038201,xbzrle,mplayer,780,64,903.64453125,93,9806,96,934681
1472038323,auto-converge,mem,582,95,497.39453125,69,7301,37,518843
1472038393,xbzrle,parsec,654,93,2034.0546875,78,26203,72,2093407
1472038481,compress,parsec,199,103,1464.3203125,140,21849,45,531379
1472038565,x-postcopy-ram,mplayer,849,54,903.64453125,101,9003,1,933377
1472038637,compress,mplayer,382,61,689.83203125,80,11132,36,519332
1472038711,x-postcopy-ram,memcached,804,262,394.84375,95,4198,2,412491
1472038777,xbzrle,dacapo,531,68,420.734375,63,6784,22,440390
1472038847,auto-converge,mem,831,60,497.55859375,99,5116,107,518930
1472038914,original,mem,605,96,636.51171875,72,8963,54,662292
1472038986,xbzrle,mplayer,897,93,1339.07421875,107,12609,138,1380774
1472039061,auto-converge,mem,646,133,1696.69140625,77,22130,53,1747212
1472039145,auto-converge,mem,939,94,1005.7734375,115,9075,153,1040139
1472039217,compress,memcached,190,122,385.59375,113,5025,37,116907
1472039284,xbzrle,mem,487,145,1005.7734375,58,17486,26,1040332
1472039364,x-postcopy-ram,mem,781,60,1696.75,93,18286,1,1745320
1472039445,original,memcached,932,124,385.59375,127,3557,121,404591
1472039510,compress,mem,205,98,636.546875,97,13593,28,341147
1472039587,xbzrle,mem,916,52,497.57421875,110,4648,131,519877
1472039654,compress,mem,194,101,636.5390625,89,14422,53,341693
1472039731,compress,mplayer,398,265,1339.09765625,148,23717,45,1154825
1472039818,xbzrle,mem,539,90,521.66015625,64,8276,27,544761
1472039889,compress,mem,358,96,497.58203125,84,7087,29,309908
1472040786,original,dacapo,765,135,714.625,91,7949,87,742562
1472040857,compress,mem,362,97,1098.84375,116,20589,49,910818
1472040940,xbzrle,mem,764,117,530.31640625,91,5922,110,552607
1472041008,original,mem,579,151,1078.85546875,69,15772,5,1115211
1472041086,xbzrle,mem,816,75,453.859375,97,4759,102,474197
1472041154,auto-converge,mem,937,94,692.16015625,120,6290,151,719350
1472041222,original,mplayer,936,64,656.390625,150,5968,129,682008
1472041291,xbzrle,mem,935,94,624.359375,147,5689,145,649297
1472041359,xbzrle,mem,547,66,624.38671875,65,9705,39,648851
1472041432,compress,mem,201,64,1275.40234375,56,30806,61,756459
1472041527,x-postcopy-ram,mem,658,98,1275.41796875,78,16353,2,1313981
1472041605,x-postcopy-ram,mem,936,93,645.484375,132,5853,2,669085
1472041674,original,mem,511,74,645.484375,61,10739,22,670495
1472041747,x-postcopy-ram,mem,549,108,1079.16015625,65,16597,1,1113062
1472041826,xbzrle,mem,823,299,1079.16015625,98,11089,129,1114402
1472041900,xbzrle,mem,931,56,453.9609375,134,4177,169,474650
1472041968,compress,mem,220,56,453.96484375,92,9030,43,242819
1472042040,original,mem,936,94,692.3515625,121,6283,167,718330
1472042109,x-postcopy-ram,mem,865,56,692.3515625,103,6787,1,717065
1472042178,xbzrle,parsec,781,63,895.80859375,93,9728,69,928093
1472042252,xbzrle,parsec,613,221,895.80859375,73,12388,22,927651
1472042328,auto-converge,mem,940,101,1458.85546875,115,13094,126,1503107
1472042403,x-postcopy-ram,mem,914,112,1458.85546875,109,13460,2,1501778
1472042479,compress,mem,215,84,454.0078125,117,9223,43,242668
1472042550,xbzrle,mem,548,110,454.0078125,65,7086,26,474474
1472042620,compress,parsec,208,2670,2033.37109375,132,50060,58,1271358
1472042732,original,parsec,420,3301,2033.37109375,50,54153,119,2779381
1472042848,auto-converge,dacapo,622,101,714.40234375,74,9773,63,742017
1472042924,original,dacapo,705,100,714.40234375,84,8599,88,740933
1472042996,compress,mem,317,96,419.8203125,124,6876,45,266004
1472043065,x-postcopy-ram,mem,842,75,419.8203125,100,4258,1,438061
1472043131,x-postcopy-ram,mplayer,825,95,656.49609375,98,6749,1,680358
1472043201,original,mplayer,922,66,656.49609375,110,6060,155,682112
1472043269,xbzrle,mem,487,54,1458.96484375,58,25288,26,1504307
1472043356,compress,mem,414,68,1458.96484375,103,26145,61,1321418
1472043445,auto-converge,mem,939,55,1458.9765625,125,13103,126,1503203
1472043521,x-postcopy-ram,mem,446,69,1458.98828125,53,27563,2,1501910
1472043612,x-postcopy-ram,parsec,929,65,295.48828125,116,2739,2,310776
1472043677,compress,parsec,208,65,295.48828125,63,4347,75,110554
1472043744,auto-converge,mem,939,68,1079.23828125,113,9720,146,1114405
1472043817,compress,mem,395,65,1079.2421875,83,18966,42,916053
1472043898,x-postcopy-ram,mem,936,72,645.55859375,131,5855,2,669161
1472043967,x-postcopy-ram,mem,937,92,645.55859375,143,5846,2,669161
1472044035,xbzrle,mem,766,64,624.6796875,91,6948,92,650022
1472044106,xbzrle,mem,420,94,624.6796875,50,12651,17,649183
1472044182,compress,mem,392,58,1459.01171875,52,27552,34,1320651
1472044271,compress,mem,418,108,1459.01171875,96,25886,38,1320790
1472044359,x-postcopy-ram,mplayer,520,96,570.3046875,61,9315,2,592124
1472049109,auto-converge,parsec,941,132,2034.01171875,141,18215,135,2092326
1472049205,xbzrle,bzip,941,127,2036.16796875,125,18233,155,2094738
1472049306,original,parsec,932,125,384.21875,125,3543,152,402979
1472049372,auto-converge,bzip,905,99,2036.6171875,108,18965,136,2095030
1472049453,x-postcopy-ram,mplayer,566,66,1169.953125,67,17441,2,1206011
1472049532,original,mem,821,96,1777.56640625,98,18234,108,1829392
1472049613,x-postcopy-ram,dacapo,675,94,375.1484375,79,4758,1,392332
1472049680,xbzrle,mem,940,64,1748.25390625,114,15676,174,1799797
1472049759,x-postcopy-ram,parsec,764,66,2033.62109375,91,22389,1,2090192
1472049843,xbzrle,parsec,715,99,382.9296875,85,4597,38,401583
1472049911,auto-converge,mem,941,108,1777.56640625,142,15928,113,1829786
1472049989,x-postcopy-ram,mem,615,64,1662.34765625,73,22764,1,1710105
1472050074,original,mem,880,94,1696.4375,105,16252,133,1746630
1472050153,original,mem,937,117,681.4765625,131,6205,144,709633
1472050222,compress,parsec,248,103,382.98046875,52,6353,44,192358
1472050290,xbzrle,bzip,595,56,2036.19921875,71,28798,12,2094543
1472050381,compress,mem,423,92,1218.81640625,143,15231,27,786742
1472050458,xbzrle,dacapo,580,94,674.71484375,69,9891,27,700985
1472050530,x-postcopy-ram,mplayer,532,107,1147.90625,63,18211,2,1183441
1472050611,x-postcopy-ram,mem,939,108,1218.828125,129,10948,1,1256046
1472050684,compress,mem,168,55,1748.25390625,57,33794,36,696757
1472050781,original,memcached,464,126,381.39453125,55,7063,20,400481
1472050850,compress,bzip,243,65,2036.703125,106,33366,42,992099
1472050946,xbzrle,dacapo,575,64,375.1484375,68,5604,45,393689
1472051014,auto-converge,bzip,696,95,2036.703125,83,24638,47,2094805
1472051102,original,parsec,805,55,2033.65234375,96,21285,105,2092059
1472051186,xbzrle,parsec,940,55,2033.65625,136,18212,158,2091516
1472051266,xbzrle,parsec,930,102,383.0234375,139,3537,148,401658
1472051331,original,mplayer,731,66,1169.953125,87,13528,66,1207400
1472051406,x-postcopy-ram,dacapo,843,63,352.08203125,100,3580,2,368714
1472051472,auto-converge,parsec,528,95,2033.671875,63,32415,26,2092558
1472051567,x-postcopy-ram,bzip,798,56,2035.63671875,95,21477,2,2092256
1472051649,compress,dacapo,213,91,352.08984375,99,4860,30,126625
1472051716,compress,parsec,263,102,383.0625,117,5986,28,192057
1472051785,original,dacapo,423,53,352.08984375,50,7178,24,370906
1472051854,auto-converge,mem,880,97,681.6328125,105,6589,123,707758
1472051924,xbzrle,parsec,528,66,2033.6484375,63,32409,19,2091631
1472052685,x-postcopy-ram,mem,667,85,758.44921875,79,9628,2,784737
1472052771,compress,mem,192,113,442.97265625,108,9231,30,216789
1472052843,compress,mem,185,126,1222.74609375,113,26387,50,597517
1472052946,auto-converge,mem,938,91,932.98046875,145,8423,148,964810
1472053016,x-postcopy-ram,mplayer,824,106,1189.22265625,98,12180,1,1225738
1472053091,auto-converge,parsec,855,95,1451.92578125,102,14331,117,1496471
1472053167,auto-converge,dacapo,929,86,404.01171875,144,3731,165,423286
1472053233,compress,mem,188,95,1053.0703125,75,16242,27,373080
1472053313,x-postcopy-ram,dacapo,811,109,415.00390625,96,4370,2,433130
1472053380,xbzrle,mem,638,97,887.0078125,76,11780,65,917702
1472053454,xbzrle,mem,614,66,537.609375,73,7471,12,560214
1472053524,original,memcached,701,88,385.15625,83,4725,65,404344
1472053591,original,mem,453,131,685.21484375,54,12845,17,711284
1472053667,original,mem,936,98,685.21484375,123,6218,158,711068
1472053736,xbzrle,mem,939,65,1222.90234375,145,11002,117,1261494
1472053809,x-postcopy-ram,mem,515,95,1222.90625,61,20023,1,1260222
1472053891,xbzrle,mem,938,250,758.6328125,120,6865,146,786201
1472053961,auto-converge,mem,486,65,758.63671875,58,13245,22,786362
1472054037,original,mem,937,94,685.27734375,146,6217,152,711139
1472054105,compress,mem,375,97,685.28125,129,11609,29,532404
1472054180,original,mem,855,64,1222.93359375,102,12092,116,1262040
1472054254,original,mem,939,55,1222.9375,139,11006,126,1262558
1472054328,auto-converge,mem,919,61,685.30859375,110,6355,136,712822
1472054397,xbzrle,mem,741,97,685.3359375,88,7859,102,711240
1472054467,auto-converge,mem,546,65,685.33984375,65,10668,6,711264
1472054540,xbzrle,mem,936,55,685.33984375,125,6228,150,711629
1472054609,original,mem,572,66,685.3515625,68,10188,23,711746
1472054681,xbzrle,mem,936,98,685.35546875,143,6221,157,711171
1472054750,xbzrle,mem,939,96,1223.00390625,131,11002,160,1261650
1472054823,original,mem,512,96,1223.00390625,61,20178,22,1262310
1472054907,auto-converge,mem,596,67,685.3984375,71,9768,56,711284
1472054979,x-postcopy-ram,mem,559,99,685.40234375,66,10397,1,709951
1472055052,compress,mem,186,105,1223.01953125,98,26196,28,596996
1472055140,original,mem,680,64,1223.01953125,81,15201,83,1262140
1472055218,original,mem,461,95,1223.01953125,55,22387,16,1261787
1472055302,xbzrle,mem,939,65,1223.0234375,121,11004,121,1261602
1472055377,xbzrle,mem,938,55,685.4140625,148,6210,161,711231
1472055445,xbzrle,mem,496,61,685.4140625,59,11761,27,712408
1472055520,xbzrle,mem,937,103,758.71484375,116,6875,165,786285
1472055589,original,mem,471,62,685.4140625,56,12371,19,711725
1472055664,auto-converge,mem,496,65,685.4140625,59,11751,17,711376
1472055738,auto-converge,mem,939,95,1223.0625,118,11007,122,1262147
1472055813,xbzrle,mem,638,70,758.75390625,76,10085,22,786378
1472055886,xbzrle,mem,872,101,1223.07421875,104,11853,145,1261658
1472055960,x-postcopy-ram,mem,489,102,758.75390625,58,13128,2,785044
1472056036,original,mem,937,67,685.4375,137,6217,140,711368
1472056105,compress,mem,407,100,758.75390625,104,12003,29,597330
1472056179,original,mem,614,63,685.45703125,73,9491,26,711412
1472056250,auto-converge,mem,697,96,1223.12109375,83,14820,48,1261823
1472056328,compress,mem,415,102,758.75390625,91,11772,27,597323
1472056402,original,mem,798,98,685.453125,95,7308,100,711769
1472056472,x-postcopy-ram,mem,423,65,685.453125,50,13732,1,710003
1472056548,auto-converge,mem,648,66,685.45703125,77,9114,102,721198
1472056620,xbzrle,mem,697,99,1223.12109375,83,14826,54,1261823
1472056697,x-postcopy-ram,mem,531,64,1223.12109375,63,19413,1,1260442
1472056780,compress,mem,185,62,1223.12109375,144,26377,30,596995
1472056868,x-postcopy-ram,mem,699,104,1223.12109375,83,14753,1,1260442
1472056947,compress,mem,375,107,685.45703125,83,11610,29,532362
1472057021,xbzrle,mem,934,97,685.45703125,112,6235,165,711275
1472057090,compress,mem,296,53,685.4609375,53,14745,52,532708
1472057167,x-postcopy-ram,mem,937,105,685.4609375,131,6207,2,710011
1472057236,xbzrle,mem,939,66,1223.125,116,11005,135,1262609
1472057309,original,mem,939,79,1223.140625,129,10999,125,1261730
1472057384,auto-converge,mem,904,106,758.80859375,108,7127,113,786373
1472057453,original,mem,814,63,1223.15625,97,12695,117,1261766
1472057529,original,mem,920,99,758.80859375,110,7001,134,786369
1472057598,auto-converge,mem,939,66,1223.1640625,149,11004,159,1262243
1472057672,compress,mem,186,67,1223.171875,71,26274,28,597001
1472057762,xbzrle,mem,690,54,685.48828125,82,8442,75,711356
1472057832,x-postcopy-ram,mem,743,101,758.80859375,88,8655,2,785101
1472057903,x-postcopy-ram,mem,822,68,758.80859375,98,7815,1,785101
1472057974,compress,mem,295,221,685.4921875,85,14778,62,532811
1472058051,auto-converge,mem,682,103,758.80859375,81,9445,82,786743
1472058123,compress,mem,377,64,685.4921875,77,11553,30,532268
1472058196,original,mem,937,107,685.4921875,141,6219,124,711311
1472058264,xbzrle,mem,764,100,758.82421875,91,8425,64,786413
1472058335,auto-converge,mem,937,110,758.82421875,145,6871,136,786449
1472058404,original,mem,848,67,758.82421875,101,7594,132,786421
1472058474,compress,mem,389,74,758.82421875,55,12577,42,597703
1472058548,x-postcopy-ram,mem,474,65,685.49609375,56,12258,2,710047
1472078087,xbzrle,parsec,654,119,1464.9921875,78,18897,68,1509491
1472078196,original,mem,894,91,523.265625,107,4994,131,545416
1472078287,compress,mem,307,96,1002.96484375,98,20424,38,765773
1472078382,x-postcopy-ram,mem,930,243,1175.015625,111,10669,1,1211193
1472078456,x-postcopy-ram,mem,782,50,1728.28125,93,18617,1,1777600
1472078537,auto-converge,mem,936,53,751.39453125,150,6819,156,779237
1472078607,x-postcopy-ram,mem,934,56,523.140625,136,4766,1,543835
1472078674,original,mem,503,114,575.05078125,60,9738,23,598408
1472078755,original,mem,935,68,575.05078125,124,5237,154,598239
1472078824,xbzrle,mem,934,77,583.4375,118,5319,139,606821
1472079039,xbzrle,mem,589,100,523.21484375,70,7579,20,545333
1472079108,compress,mem,278,66,523.21484375,118,9558,28,324796
1472079180,x-postcopy-ram,mem,537,95,583.4609375,63,9231,1,605589
1472079252,x-postcopy-ram,mem,441,103,583.4609375,52,11243,1,605588
1472079325,compress,mem,199,68,583.4609375,115,12692,30,309641
1472079401,compress,memcached,193,131,369.5859375,97,4818,31,113633
1472079468,xbzrle,memcached,847,105,369.5859375,101,3752,90,388143
1472079535,auto-converge,mem,781,101,523.21875,93,5720,112,545866
1472079603,xbzrle,mem,419,99,523.21875,50,10641,19,545409
1472079677,x-postcopy-ram,mem,935,64,583.5,144,5302,2,605628
1472079744,xbzrle,mem,895,104,583.5,107,5552,136,606877
1472079811,xbzrle,mem,780,99,1267.02734375,93,13711,101,1306707
1472079888,x-postcopy-ram,mem,806,52,1267.02734375,96,13255,1,1305390
1472079963,original,mem,940,98,1429.9609375,135,12840,159,1473470
1472080040,original,mem,487,98,1429.9609375,58,24796,29,1475209
1472080128,auto-converge,mem,940,95,1429.984375,127,12839,120,1473490
1472080204,compress,mem,222,94,1429.984375,108,16728,28,453205
1472080285,xbzrle,mem,896,61,1429.98828125,107,13461,143,1473571
1472080361,x-postcopy-ram,mem,940,95,1429.98828125,140,12827,2,1472221
1472080437,xbzrle,mem,888,98,1712.33984375,106,16247,129,1762556
1472080515,original,mem,914,67,1712.33984375,109,15797,136,1763046
1472080594,xbzrle,mem,681,66,998.8203125,81,12419,54,1032291
1472080668,x-postcopy-ram,mem,832,98,998.8203125,99,10146,4,1030821
1472080741,original,mem,935,108,523.3359375,143,4778,123,545300
1472080808,xbzrle,mem,581,70,523.3359375,69,7686,26,545461
1472080879,original,mem,520,107,1430.0078125,62,23193,23,1474307
1472080965,auto-converge,mem,781,96,1430.0078125,93,15446,83,1473539
1472081043,xbzrle,mem,813,65,1430.0078125,97,14833,116,1473555
1472081121,xbzrle,mem,629,57,1430.01171875,75,19177,64,1474105
1472081204,auto-converge,mem,887,100,575.37109375,106,5528,117,598579
1472081271,compress,mem,198,113,575.3828125,73,11831,28,287133
1472081345,compress,mem,332,101,1267.046875,67,25528,39,1036360
1472081433,original,mem,939,217,1267.05078125,129,11392,160,1306763
1472081506,compress,memcached,195,88,369.5859375,137,4775,35,113632
1472081573,original,memcached,931,129,369.5859375,128,3417,123,388239
1472081639,xbzrle,mem,730,69,1430.03125,87,16521,51,1473555
1472081719,xbzrle,mem,655,98,1430.03125,78,18427,56,1474222
1472081968,auto-converge,mem,789,69,998.8984375,94,10714,106,1032202
1472082042,x-postcopy-ram,mem,897,55,998.8984375,107,9406,2,1030893
1472082113,x-postcopy-ram,mem,549,100,998.8984375,65,15382,1,1030894
1472082190,original,mem,905,54,998.8984375,108,9340,130,1032186
1472082261,original,mem,887,66,583.7109375,106,5607,142,607538
1472082331,original,mem,935,56,583.7109375,141,5316,129,607121
1472082399,xbzrle,mem,933,97,523.4296875,113,4786,141,545400
1472082466,auto-converge,mem,935,78,523.4296875,131,4777,164,545396
1472082533,original,mem,663,63,1712.484375,79,21753,75,1762733
1472082619,xbzrle,mem,940,68,1712.484375,123,15355,154,1763142
1472082696,xbzrle,mem,503,103,1267.06640625,60,21269,7,1306867
1472082780,x-postcopy-ram,mem,496,102,1267.06640625,59,21532,1,1305430
1472082863,x-postcopy-ram,memcached,931,131,369.59375,135,3402,2,386641
1472082929,xbzrle,memcached,639,108,369.59375,76,4977,64,388199
1472082996,original,memcached,456,136,369.59375,54,6971,20,388464
1472083065,x-postcopy-ram,memcached,931,106,369.59375,133,3401,2,386641
1472083130,original,mem,444,100,1267.06640625,53,24065,17,1306952
1472083216,x-postcopy-ram,mem,939,99,1267.06640625,129,11381,1,1305430
1472083290,x-postcopy-ram,memcached,804,130,369.59375,95,3936,2,386641
1472083356,compress,memcached,201,145,369.59375,73,4634,33,113648
1472083563,xbzrle,mem,940,72,1712.484375,125,15353,137,1762684
1472083641,auto-converge,mem,655,55,1712.484375,78,22051,77,1764379
1472083726,x-postcopy-ram,oltp,541,188,372.5,63,5898,1,389617
1472083794,xbzrle,mem,933,61,523.72265625,147,4789,165,545712
1472083862,xbzrle,mem,469,67,973.4375,56,17549,7,1006590
1472083942,auto-converge,parsec,940,59,1465.32421875,116,13154,165,1510179
1472084018,xbzrle,oltp,940,233,1492.69140625,139,13413,109,1539123
1472084095,xbzrle,oltp,445,219,767.43359375,53,14652,27,796471
1472084172,auto-converge,memcached,783,153,383.0234375,93,4207,103,402040
1472084238,auto-converge,bzip,941,56,2037.203125,116,18241,149,2096023
1472084318,auto-converge,parsec,930,52,387.77734375,127,3579,148,406513
1472084384,original,mem,936,93,669.578125,149,6078,162,695007
1472086693,original,mem,933,4987,1728.71484375,123,18730,275,2134340
1472086777,x-postcopy-ram,mplayer,471,573,2028.25390625,56,36233,2,2084713
1472086879,x-postcopy-ram,dacapo,583,8985,552.63671875,70,8112,9,577435
1472086954,x-postcopy-ram,bzip,707,3661,2038.890625,84,24276,2,2095619
1472087045,original,bzip,521,6423,2038.78125,62,43743,131,2783948
1472087666,original,dacapo,714,9770,660.5625,86,9202,197,802189
1472087742,auto-converge,dacapo,507,9036,672.87890625,60,14748,144,913501
1472087821,x-postcopy-ram,mem,919,6645,845.796875,117,7787,1,874159
1472087897,original,mem,631,13733,845.8125,75,32471,210,2503191
1472090430,compress,memcached,197,144,387.7421875,67,4843,33,116843
1472090498,original,mem,931,87,391.7578125,123,3614,123,410725
1472090564,original,mem,939,27804,585.40234375,121,22575,305,2590016
1472091340,auto-converge,dacapo,575,90,354.046875,68,5296,39,372219
1472091408,x-postcopy-ram,oltp,936,21599,748.7890625,129,6783,2,775744
1472092388,original,mem,887,91,1013.16796875,106,9662,152,1046902
1472092617,x-postcopy-ram,oltp,937,15679,725.6953125,150,6570,1,751837
1472092687,auto-converge,mem,939,114,1613.36328125,130,14482,153,1661353
1472092766,original,parsec,920,111,297.35546875,132,2795,164,314056
1472092834,original,oltp,798,15458,743.453125,95,19164,259,1867663
1472092918,xbzrle,mplayer,602,51,306.8203125,71,4404,49,323746
1472093053,x-postcopy-ram,oltp,931,17490,754.0546875,123,6867,2,780654
1472093124,compress,oltp,200,17414,755.375,137,66736,3056,1633322
1472093326,x-postcopy-ram,dacapo,498,91,753.79296875,59,12823,1,779966
1472093487,auto-converge,mem,938,70,1458.83203125,133,13116,169,1503035
1472093642,xbzrle,oltp,935,19940,778.1328125,135,10598,50,1210566
1472093716,original,oltp,849,20770,781.46875,101,20811,602,2156999
1472093802,xbzrle,bzip,563,52,1279.21484375,67,19185,23,1319269
1472093953,compress,mem,180,67,1013.40234375,118,11884,43,261332
1472094030,auto-converge,oltp,830,21152,792.55859375,99,17127,268,1735568
1472094327,compress,mem,189,86,1458.90625,63,14810,28,343260
1472094405,x-postcopy-ram,mem,938,67,1013.45703125,123,9124,2,1045801
1472094478,compress,mem,295,51,1613.53515625,117,36786,48,1327581
1472094677,original,dacapo,538,75,753.83203125,64,11893,24,782030
1472094751,x-postcopy-ram,bzip,889,244,1279.34375,106,12144,2,1318003
1472095756,compress,mem,213,115,719.31640625,136,8968,41,233894
1472095828,auto-converge,oltp,937,17030,734.38671875,127,10868,291,1243552
1472095903,original,parsec,470,83,715.75390625,56,12941,6,742613
1472095980,xbzrle,mem,638,85,719.34375,76,9573,62,746124
1472096054,auto-converge,parsec,554,101,1461.953125,66,22264,7,1506906
1472096140,xbzrle,parsec,512,96,829.7109375,61,13742,34,859077
1472096293,x-postcopy-ram,mem,480,64,1073.1015625,57,18854,2,1106862
1472096376,auto-converge,memcached,685,332,385.453125,81,4834,78,404515
1472096444,auto-converge,memcached,472,128,375.8671875,56,6849,20,394842
1472096620,compress,mem,186,101,689.2578125,80,11320,26,257591
1472096694,original,oltp,880,22837,777.3359375,105,16738,269,1798108
1472096775,auto-converge,mem,938,97,1073.14453125,145,9680,162,1108600
1472096848,xbzrle,mem,909,301,250.55859375,135,2396,152,265995
1472096914,auto-converge,mem,689,76,689.29296875,82,8493,36,715215
1472096986,original,oltp,937,22444,784.73046875,136,14681,311,1680664
1472097176,x-postcopy-ram,mem,934,101,689.30859375,139,6259,1,713950
1472097246,compress,oltp,208,20002,797.12109375,125,45905,3615,1168278
1472097356,xbzrle,mem,913,193,250.58984375,138,2386,130,266039
1472097594,xbzrle,mem,914,193,250.62109375,125,2386,129,266107
1472097659,xbzrle,mem,937,95,1073.25,122,9690,152,1108303
1472097825,original,memcached,841,88,375.8671875,100,3843,86,394581
1472097892,auto-converge,mem,546,73,719.5625,65,11183,15,746328
1472098041,xbzrle,mem,913,130,250.625,146,2396,148,266910
1472098107,xbzrle,mem,581,102,719.57421875,69,10511,50,746312
1472098182,x-postcopy-ram,mem,464,54,1073.28515625,55,19533,2,1107046
1472098265,auto-converge,mem,487,63,689.4453125,58,12031,6,715491
1472098340,x-postcopy-ram,oltp,936,21013,834.125,140,7546,3,862402
1472098410,auto-converge,memcached,928,332,375.87109375,150,3483,142,394537
1472098476,xbzrle,oltp,721,17489,839.9140625,86,15203,50,1339032
1472098555,original,mem,613,65,1109.1328125,73,15295,36,1145159
1472098633,auto-converge,memcached,541,101,375.83984375,64,5974,20,394807
1472098703,original,oltp,938,19531,845.09765625,122,13693,300,1568568
1472098780,original,mem,458,165,250.62890625,54,4763,19,266256
1472098847,original,mem,938,77,1109.0546875,139,9993,144,1144946
1472098921,x-postcopy-ram,oltp,845,21799,849.24609375,101,8498,2,877338
1472098993,original,memcached,927,338,375.84765625,121,3485,141,394581
1472099060,compress,mem,187,99,1073.3515625,135,14323,41,327155
1472099137,compress,oltp,208,17193,854.04296875,132,45291,1844,1153744
1472099245,auto-converge,mem,917,308,250.62890625,131,2376,125,266059
1472099409,auto-converge,parsec,607,66,716.078125,72,10018,59,742753
1472099483,auto-converge,oltp,896,18721,863.48046875,107,14742,283,1613353
1472099562,original,mem,937,56,1073.40234375,148,9687,170,1108459
1472099636,xbzrle,parsec,782,153,716.07421875,93,7778,121,742660
1472099708,original,mem,938,100,1109.0859375,134,10002,127,1145323
1472100093,auto-converge,parsec,605,126,2033.7265625,72,28314,49,2091827
1472100426,original,mem,848,14678,910.0390625,101,17915,257,1855593
1472100506,compress,mem,290,125,1586.46484375,60,34161,57,1212646
1472100603,compress,mem,279,117,705.8515625,146,14084,31,480435
1472100679,auto-converge,mem,521,14787,910.03125,62,65765,144,4182822
1472100808,xbzrle,mem,938,116,1488.4609375,113,13385,176,1533866
1472100883,x-postcopy-ram,bzip,674,70,1274.515625,80,15940,2,1313057
1472100962,auto-converge,mem,706,14806,910.03125,84,28196,233,2430458
1472101052,compress,mem,282,206,705.88671875,65,13950,42,480733
1472101128,auto-converge,mem,563,96,997.31640625,67,14985,23,1030720
1472101206,x-postcopy-ram,mem,609,14783,910.03515625,72,12636,3,939920
1472101281,xbzrle,bzip,896,70,1274.57421875,107,12017,144,1315316
1472101356,compress,mem,248,14835,910.03125,95,56326,132,1707961
1472101474,xbzrle,mem,739,61,607.44921875,88,6998,92,631744
1472101545,xbzrle,mem,939,87,1488.703125,130,13385,127,1534643
1472101620,x-postcopy-ram,mem,865,52,657.73046875,103,6449,2,681622
1472102015,compress,bzip,217,189,1233.5859375,53,22742,46,602705
1472102175,x-postcopy-ram,mem,454,81,1350.328125,54,25044,4,1390669
1472102262,compress,memcached,201,112,380.08203125,54,4700,32,115262
1472102329,xbzrle,dacapo,916,81,652.640625,110,6134,161,685895
1472102398,auto-converge,mem,798,115,1350.9296875,95,14294,128,1392735
1472102475,compress,mem,229,61,1642.3984375,73,21193,36,594095
1472102558,auto-converge,dacapo,590,49,652.67578125,70,9413,51,677824
1472102630,xbzrle,memcached,850,90,380.1015625,102,3843,132,399001
