C_LAT,C_LON,STO_LAT,STO_LON,STO_ID,STT_LAT,STT_LON,STT_ID,Cone_Max,Cone_Min,Migration Occurance,C_Heading
39.981282,-82.942248,40.000324,-82.942215,61,-1.0,-1.0,-1,156.0,336.0,0,66.0
39.981342,-82.942087,40.000324,-82.942215,61,-1.0,-1.0,-1,156.0,336.0,0,66.0
39.981405,-82.941925,40.000324,-82.942215,61,-1.0,-1.0,-1,150.0,330.0,0,60.0
39.981473,-82.941767,40.000324,-82.942215,61,-1.0,-1.0,-1,150.0,330.0,0,60.0
39.98155,-82.941618,40.000324,-82.942215,61,-1.0,-1.0,-1,150.0,330.0,0,60.0
39.981622,-82.941462,40.000324,-82.942215,61,-1.0,-1.0,-1,150.0,330.0,0,60.0
39.981693,-82.941318,40.000324,-82.942215,61,-1.0,-1.0,-1,150.0,330.0,0,60.0
39.981767,-82.94118,40.000324,-82.942215,61,-1.0,-1.0,-1,144.0,324.0,0,54.0
39.981848,-82.941055,40.000324,-82.942215,61,-1.0,-1.0,-1,144.0,324.0,0,54.0
39.98197,-82.940995,40.000324,-82.942215,61,-1.0,-1.0,-1,138.0,318.0,0,48.0
39.982063,-82.94089,40.000324,-82.942215,61,-1.0,-1.0,-1,132.0,312.0,0,42.0
39.982153,-82.94078,40.000324,-82.942215,61,-1.0,-1.0,-1,132.0,312.0,0,42.0
39.982245,-82.940673,40.000324,-82.942215,61,-1.0,-1.0,-1,132.0,312.0,0,42.0
39.982335,-82.940567,40.000324,-82.942215,61,-1.0,-1.0,-1,132.0,312.0,0,42.0
39.982423,-82.940465,40.000324,-82.942215,61,-1.0,-1.0,-1,132.0,312.0,0,42.0
39.982503,-82.940377,40.000324,-82.942215,61,-1.0,-1.0,-1,132.0,312.0,0,42.0
39.982573,-82.9403,40.000324,-82.942215,61,-1.0,-1.0,-1,126.0,306.0,0,36.0
39.982652,-82.940277,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.982712,-82.940233,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.982775,-82.940187,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.98284,-82.94014,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.982902,-82.940097,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.982957,-82.94006,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.983018,-82.940028,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.983077,-82.939995,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.983137,-82.939963,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983198,-82.939932,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983262,-82.939898,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983327,-82.939865,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983405,-82.939828,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983482,-82.939793,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.98356,-82.939757,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983642,-82.939722,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.983728,-82.939687,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.983822,-82.93965,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.983922,-82.93961,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98403,-82.939568,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.984145,-82.939525,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.984267,-82.93948,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.984407,-82.939427,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.984537,-82.93938,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98467,-82.939333,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.984805,-82.939285,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.984945,-82.939235,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98509,-82.939183,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.985237,-82.93913,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.985387,-82.939077,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.985537,-82.93902,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.985685,-82.938968,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.985832,-82.938912,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.985995,-82.938832,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98616,-82.938762,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.986327,-82.938695,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.986495,-82.938627,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.986663,-82.938563,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98684,-82.938508,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.987022,-82.938453,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.987213,-82.938407,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.987413,-82.938367,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.987612,-82.938313,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.987812,-82.938262,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98801,-82.938208,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98821,-82.938152,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.988403,-82.938087,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.988603,-82.93802,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.988803,-82.937952,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.989007,-82.937877,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.989212,-82.937802,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.989413,-82.937723,40.000324,-82.942215,61,-1.0,-1.0,-1,102.0,282.0,0,12.0
39.98961,-82.937633,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.989807,-82.93754,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.990007,-82.93744,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.990205,-82.937338,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.990403,-82.937225,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.990598,-82.937108,40.000324,-82.942215,61,-1.0,-1.0,-1,108.0,288.0,0,18.0
39.990793,-82.936983,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.990988,-82.936855,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.991183,-82.936717,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.991377,-82.93657,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.991565,-82.936432,40.000324,-82.942215,61,-1.0,-1.0,-1,114.0,294.0,0,24.0
39.99175,-82.936283,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.991933,-82.936135,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.992113,-82.935983,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.992293,-82.935832,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.99247,-82.935677,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.992652,-82.935525,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.992825,-82.935375,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.992995,-82.935225,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.99317,-82.93508,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.993338,-82.934935,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.993503,-82.934792,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.99367,-82.934648,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.993835,-82.934507,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.993998,-82.934365,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.994162,-82.93422,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.994327,-82.93407,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.994492,-82.933913,40.000324,-82.942215,61,-1.0,-1.0,-1,120.0,300.0,0,30.0
39.994653,-82.93375,40.000324,-82.942215,61,40.001678,-82.926407,161,126.0,306.0,0,36.0
39.994815,-82.933583,40.000324,-82.942215,61,40.001678,-82.926407,161,126.0,306.0,0,36.0
39.994977,-82.933403,40.000324,-82.942215,61,40.001678,-82.926407,161,126.0,306.0,0,36.0
39.995135,-82.933212,40.000324,-82.942215,61,40.001678,-82.926407,161,126.0,306.0,0,36.0
39.995287,-82.933012,40.000324,-82.942215,61,40.001678,-82.926407,161,132.0,312.0,0,42.0
39.995432,-82.93281,40.000324,-82.942215,61,40.001678,-82.926407,161,132.0,312.0,1,42.0
39.995563,-82.9326,40.000324,-82.942215,61,40.001678,-82.926407,161,132.0,312.0,1,42.0
39.99571,-82.932387,40.000324,-82.942215,61,40.001678,-82.926407,161,132.0,312.0,1,42.0
39.995857,-82.932167,40.000324,-82.942215,61,40.001678,-82.926407,161,132.0,312.0,1,42.0
39.996002,-82.931933,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.996147,-82.931703,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.996293,-82.931477,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.996438,-82.931252,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.99658,-82.93103,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.996722,-82.930808,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.996863,-82.930585,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.99701,-82.93037,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.997155,-82.930148,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.997297,-82.929918,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.997437,-82.929695,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.997575,-82.929477,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.997713,-82.929262,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.99785,-82.929047,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.997987,-82.928835,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.998123,-82.928622,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.99826,-82.928403,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.998398,-82.928185,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.998538,-82.927967,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.998683,-82.927742,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.99883,-82.927522,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.998977,-82.927312,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.999125,-82.927097,40.000324,-82.942215,61,40.001678,-82.926407,161,138.0,318.0,1,48.0
39.999278,-82.926883,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
39.999425,-82.926663,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
39.999578,-82.926445,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
39.999718,-82.926227,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
39.999858,-82.926012,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
39.999998,-82.925805,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
40.000133,-82.925595,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
40.00027,-82.925383,40.001678,-82.926407,161,-1.0,-1.0,-1,138.0,318.0,0,48.0
40.000403,-82.925173,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.000537,-82.924968,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.000667,-82.924768,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.00079,-82.924568,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.000913,-82.924372,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.00103,-82.924175,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.001147,-82.923978,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.001262,-82.923785,40.001678,-82.926407,161,39.993324,-82.916565,144,138.0,318.0,0,48.0
40.001378,-82.92359,40.001678,-82.926407,161,40.020899,-82.940093,46,138.0,318.0,0,48.0
40.001493,-82.923402,40.001678,-82.926407,161,40.020899,-82.940093,46,138.0,318.0,0,48.0
40.001608,-82.923207,40.001678,-82.926407,161,40.020899,-82.940093,46,138.0,318.0,0,48.0
40.001722,-82.92301,40.001678,-82.926407,161,40.020899,-82.940093,46,138.0,318.0,0,48.0
40.00183,-82.922817,40.001678,-82.926407,161,40.023799,-82.942356,196,138.0,318.0,0,48.0
40.00193,-82.922617,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002035,-82.922422,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002145,-82.922232,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002248,-82.92203,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002353,-82.921833,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002458,-82.921633,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002565,-82.921428,40.001678,-82.926407,161,40.025727,-82.906913,109,138.0,318.0,0,48.0
40.002672,-82.921222,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.002782,-82.921015,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.002892,-82.920802,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003002,-82.92059,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003112,-82.92038,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003222,-82.920168,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.00333,-82.919958,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003442,-82.919747,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003555,-82.919537,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003668,-82.919325,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003778,-82.91911,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003883,-82.918895,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.003993,-82.918687,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004098,-82.918485,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004193,-82.918295,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004272,-82.918127,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004345,-82.91798,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004412,-82.917845,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004468,-82.917732,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004518,-82.917628,40.001678,-82.926407,161,40.025727,-82.906913,109,150.0,330.0,0,60.0
40.004572,-82.917567,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.004623,-82.917492,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
40.00467,-82.917412,40.001678,-82.926407,161,40.025727,-82.906913,109,144.0,324.0,0,54.0
